Graph
Time (Seconds),x (Meters),y (Meters),z (Meters)
34.149998,-0.184834,0.521004,0.004822
34.200001,-0.186052,0.520251,0.004832
34.250000,-0.187301,0.519426,0.004832
34.299999,-0.188392,0.518611,0.004829
34.349998,-0.189532,0.517801,0.004813
34.399998,-0.190812,0.516967,0.004826
34.450001,-0.192001,0.516158,0.004828
34.500000,-0.193273,0.515196,0.004830
34.549999,-0.194446,0.514387,0.004824
34.599998,-0.195591,0.513561,0.004818
34.649998,-0.196781,0.512688,0.004828
34.700001,-0.197924,0.511857,0.004824
34.750000,-0.199140,0.510937,0.004824
34.799999,-0.200267,0.510076,0.004827
34.849998,-0.201486,0.509084,0.004833
34.899998,-0.202618,0.508204,0.004817
34.950001,-0.203700,0.507367,0.004832
35.000000,-0.204881,0.506504,0.004832
35.049999,-0.206010,0.505619,0.004830
35.099998,-0.207124,0.504789,0.004831
35.149998,-0.208257,0.503974,0.004813
35.200001,-0.209407,0.503074,0.004830
35.250000,-0.210453,0.502155,0.004828
35.299999,-0.211580,0.501282,0.004830
35.349998,-0.212616,0.500366,0.004826
35.399998,-0.213797,0.499416,0.004829
35.450001,-0.214862,0.498502,0.004822
35.500000,-0.216037,0.497454,0.004829
35.549999,-0.217138,0.496482,0.004824
35.599998,-0.218246,0.495490,0.004820
35.649998,-0.219250,0.494633,0.004816
35.700001,-0.220305,0.493718,0.004813
35.750000,-0.221464,0.492685,0.004821
35.799999,-0.222411,0.491751,0.004816
35.849998,-0.223520,0.490765,0.004829
35.899998,-0.224604,0.489782,0.004824
35.950001,-0.225690,0.488717,0.004821
36.000000,-0.226712,0.487785,0.004828
36.049999,-0.227744,0.486804,0.004832
36.099998,-0.228754,0.485936,0.004822
36.149998,-0.229727,0.484938,0.004812
36.200001,-0.230823,0.483907,0.004830
36.250000,-0.231786,0.483028,0.004820
36.299999,-0.232826,0.482076,0.004832
36.349998,-0.233856,0.480870,0.004820
36.399998,-0.234832,0.479903,0.004834
36.450001,-0.235802,0.478964,0.004820
36.500000,-0.236879,0.477849,0.004831
36.549999,-0.237813,0.476872,0.004830
36.599998,-0.238798,0.475838,0.004823
36.649998,-0.239780,0.474727,0.004832
36.700001,-0.240728,0.473612,0.004826
36.750000,-0.241727,0.472532,0.004829
36.799999,-0.242703,0.471490,0.004828
36.849998,-0.243562,0.470476,0.004814
36.899998,-0.244519,0.469400,0.004812
36.950001,-0.245492,0.468267,0.004823
37.000000,-0.246392,0.467168,0.004816
37.049999,-0.247365,0.466081,0.004819
37.099998,-0.248340,0.464828,0.004827
37.149998,-0.249278,0.463664,0.004821
37.200001,-0.250192,0.462625,0.004826
37.250000,-0.251088,0.461447,0.004832
37.299999,-0.252022,0.460310,0.004828
37.349998,-0.252908,0.459284,0.004822
37.399998,-0.253890,0.458034,0.004832
37.450001,-0.254739,0.456866,0.004831
37.500000,-0.255553,0.455663,0.004828
37.549999,-0.256512,0.454438,0.004833
37.599998,-0.257344,0.453360,0.004819
37.649998,-0.258218,0.452157,0.004825
37.700001,-0.259061,0.450977,0.004831
37.750000,-0.259971,0.449786,0.004830
37.799999,-0.260771,0.448746,0.004821
37.849998,-0.261621,0.447478,0.004828
37.899998,-0.262452,0.446331,0.004827
37.950001,-0.263335,0.445210,0.004831
38.000000,-0.264141,0.444062,0.004822
38.049999,-0.264941,0.442811,0.004826
38.099998,-0.265780,0.441590,0.004830
38.149998,-0.266553,0.440512,0.004827
38.200001,-0.267400,0.439284,0.004830
38.250000,-0.268181,0.438193,0.004827
38.299999,-0.269009,0.437009,0.004820
38.349998,-0.269794,0.435791,0.004829
38.399998,-0.270567,0.434568,0.004829
38.450001,-0.271315,0.433489,0.004824
38.500000,-0.272112,0.432402,0.004830
38.549999,-0.272931,0.431201,0.004832
38.599998,-0.273644,0.430005,0.004829
38.649998,-0.274399,0.428741,0.004831
38.700001,-0.275160,0.427567,0.004828
38.750000,-0.275846,0.426203,0.004824
38.799999,-0.276612,0.425057,0.004827
38.849998,-0.277328,0.423886,0.004819
38.899998,-0.278065,0.422629,0.004833
38.950001,-0.278809,0.421529,0.004830
39.000000,-0.279558,0.420401,0.004820
39.049999,-0.280307,0.419154,0.004818
39.099998,-0.281047,0.417912,0.004832
39.149998,-0.281732,0.416771,0.004826
39.200001,-0.282475,0.415453,0.004833
39.250000,-0.283181,0.414145,0.004827
39.299999,-0.283825,0.412817,0.004832
39.349998,-0.284474,0.411587,0.004827
39.399998,-0.285148,0.410332,0.004832
39.450001,-0.285827,0.408988,0.004831
39.500000,-0.286461,0.407792,0.004823
39.549999,-0.287170,0.406373,0.004834
39.599998,-0.287752,0.405061,0.004831
39.649998,-0.288350,0.403698,0.004834
39.700001,-0.288997,0.402329,0.004832
39.750000,-0.289546,0.401124,0.004821
39.799999,-0.290186,0.399842,0.004828
39.849998,-0.290771,0.398579,0.004824
39.899998,-0.291449,0.397257,0.004829
39.950001,-0.292000,0.395860,0.004831
40.000000,-0.292599,0.394557,0.004821
40.049999,-0.293169,0.393341,0.004831
40.099998,-0.293797,0.391840,0.004832
40.149998,-0.294295,0.390547,0.004828
40.200001,-0.294837,0.389130,0.004831
40.250000,-0.295415,0.387805,0.004826
40.299999,-0.295934,0.386417,0.004829
40.349998,-0.296517,0.385104,0.004829
40.399998,-0.297045,0.383711,0.004829
40.450001,-0.297599,0.382422,0.004831
40.500000,-0.298062,0.381123,0.004825
40.549999,-0.298583,0.379549,0.004825
40.599998,-0.299022,0.378158,0.004831
40.649998,-0.299529,0.376899,0.004829
40.700001,-0.300040,0.375600,0.004830
40.750000,-0.300586,0.374225,0.004834
40.799999,-0.301048,0.372926,0.004828
40.849998,-0.301454,0.371547,0.004823
40.899998,-0.301918,0.370107,0.004829
40.950001,-0.302411,0.368847,0.004829
41.000000,-0.302899,0.367606,0.004830
41.049999,-0.303333,0.366221,0.004827
41.099998,-0.303760,0.364699,0.004835
41.149998,-0.304201,0.363372,0.004821
41.200001,-0.304602,0.361994,0.004821
41.250000,-0.305060,0.360579,0.004829
41.299999,-0.305469,0.359163,0.004831
41.349998,-0.305937,0.357855,0.004830
41.399998,-0.306377,0.356558,0.004830
41.450001,-0.306827,0.355151,0.004833
41.500000,-0.307207,0.353876,0.004829
41.549999,-0.307548,0.352516,0.004821
41.599998,-0.307859,0.351109,0.004831
41.649998,-0.308166,0.349652,0.004831
41.700001,-0.308499,0.348347,0.004830
41.750000,-0.308811,0.346856,0.004831
41.799999,-0.309206,0.345535,0.004833
41.849998,-0.309596,0.344239,0.004827
41.899998,-0.310000,0.342801,0.004833
41.950001,-0.310287,0.341380,0.004819
42.000000,-0.310620,0.339946,0.004827
42.049999,-0.310922,0.338504,0.004822
42.099998,-0.311207,0.337044,0.004833
42.149998,-0.311471,0.335612,0.004825
42.200001,-0.311711,0.334210,0.004830
42.250000,-0.312028,0.332771,0.004829
42.299999,-0.312277,0.331339,0.004824
42.349998,-0.312616,0.329896,0.004832
42.399998,-0.312850,0.328407,0.004824
42.450001,-0.313130,0.327091,0.004832
42.500000,-0.313383,0.325769,0.004816
42.549999,-0.313641,0.324362,0.004813
42.599998,-0.313901,0.322790,0.004832
42.649998,-0.314121,0.321367,0.004829
42.700001,-0.314340,0.319925,0.004825
42.750000,-0.314456,0.318398,0.004831
42.799999,-0.314718,0.317071,0.004828
42.849998,-0.314978,0.315791,0.004822
42.899998,-0.315249,0.314333,0.004832
42.950001,-0.315411,0.312873,0.004832
43.000000,-0.315557,0.311375,0.004831
43.049999,-0.315753,0.310007,0.004821
43.099998,-0.315902,0.308475,0.004830
43.149998,-0.315950,0.307057,0.004825
43.200001,-0.316035,0.305619,0.004826
43.250000,-0.316208,0.304077,0.004833
43.299999,-0.316269,0.302598,0.004827
43.349998,-0.316376,0.301112,0.004824
43.399998,-0.316485,0.299685,0.004832
43.450001,-0.316619,0.298266,0.004834
43.500000,-0.316737,0.296846,0.004822
43.549999,-0.316752,0.295403,0.004820
43.599998,-0.316851,0.293845,0.004831
43.649998,-0.316923,0.292466,0.004828
43.700001,-0.317010,0.291041,0.004824
43.750000,-0.317045,0.289554,0.004826
43.799999,-0.317119,0.288048,0.004835
43.849998,-0.317111,0.286615,0.004824
43.899998,-0.317138,0.285177,0.004822
43.950001,-0.317164,0.283721,0.004821
44.000000,-0.317198,0.282309,0.004834
44.049999,-0.317169,0.280834,0.004828
44.099998,-0.317140,0.279296,0.004825
44.149998,-0.317123,0.277783,0.004833
44.200001,-0.317200,0.276532,0.004821
44.250000,-0.317167,0.275052,0.004830
44.299999,-0.317168,0.273671,0.004831
44.349998,-0.317194,0.272271,0.004832
44.399998,-0.317213,0.270894,0.004822
44.450001,-0.317129,0.269451,0.004824
44.500000,-0.317141,0.268116,0.004832
44.549999,-0.317141,0.266705,0.004821
44.599998,-0.317153,0.265283,0.004832
44.649998,-0.317137,0.263907,0.004828
44.700001,-0.317054,0.262442,0.004832
44.750000,-0.316879,0.260915,0.004833
44.799999,-0.316743,0.259472,0.004832
44.849998,-0.316683,0.258125,0.004831
44.899998,-0.316570,0.256717,0.004827
44.950001,-0.316485,0.255312,0.004830
45.000000,-0.316434,0.253894,0.004830
45.049999,-0.316436,0.252597,0.004820
45.099998,-0.316290,0.251176,0.004823
45.149998,-0.316151,0.249631,0.004823
45.200001,-0.315996,0.248225,0.004824
45.250000,-0.315843,0.246774,0.004828
45.299999,-0.315629,0.245252,0.004832
45.349998,-0.315435,0.243879,0.004831
45.399998,-0.315303,0.242460,0.004822
45.450001,-0.315049,0.240938,0.004832
45.500000,-0.314835,0.239492,0.004830
45.549999,-0.314713,0.238143,0.004826
45.599998,-0.314518,0.236683,0.004827
45.649998,-0.314340,0.235295,0.004832
45.700001,-0.314060,0.233777,0.004829
45.750000,-0.313806,0.232352,0.004828
45.799999,-0.313490,0.230834,0.004832
45.849998,-0.313257,0.229413,0.004831
45.899998,-0.312971,0.227985,0.004832
45.950001,-0.312713,0.226535,0.004829
46.000000,-0.312415,0.225086,0.004823
46.049999,-0.312143,0.223655,0.004829
46.099998,-0.311983,0.222335,0.004827
46.149998,-0.311610,0.220780,0.004830
46.200001,-0.311258,0.219345,0.004830
46.250000,-0.310963,0.217935,0.004827
46.299999,-0.310718,0.216572,0.004831
46.349998,-0.310366,0.215129,0.004832
46.399998,-0.310096,0.213767,0.004825
46.450001,-0.309771,0.212282,0.004834
46.500000,-0.309447,0.210897,0.004826
46.549999,-0.308968,0.209563,0.004827
46.599998,-0.308623,0.208197,0.004815
46.649998,-0.308270,0.206804,0.004814
46.700001,-0.307897,0.205413,0.004814
46.750000,-0.307458,0.203965,0.004815
46.799999,-0.306986,0.202410,0.004819
46.849998,-0.306608,0.200973,0.004829
46.899998,-0.306192,0.199591,0.004827
46.950001,-0.305732,0.198047,0.004832
47.000000,-0.305300,0.196701,0.004821
47.049999,-0.304806,0.195283,0.004832
47.099998,-0.304350,0.193888,0.004831
47.149998,-0.303821,0.192421,0.004831
47.200001,-0.303321,0.191048,0.004831
47.250000,-0.302845,0.189644,0.004828
47.299999,-0.302378,0.188281,0.004831
47.349998,-0.302001,0.187009,0.004833
47.399998,-0.301676,0.185710,0.004831
47.450001,-0.301231,0.184291,0.004822
47.500000,-0.300835,0.182934,0.004832
47.549999,-0.300296,0.181638,0.004817
47.599998,-0.299810,0.180230,0.004820
47.649998,-0.299307,0.178833,0.004831
47.700001,-0.298745,0.177430,0.004821
47.750000,-0.298200,0.176141,0.004827
47.799999,-0.297610,0.174694,0.004830
47.849998,-0.297101,0.173376,0.004832
47.899998,-0.296607,0.172140,0.004813
47.950001,-0.296069,0.170842,0.004811
48.000000,-0.295513,0.169502,0.004811
48.049999,-0.294962,0.168163,0.004813
48.099998,-0.294385,0.166823,0.004812
48.149998,-0.293672,0.165347,0.004832
48.200001,-0.293038,0.164015,0.004825
48.250000,-0.292466,0.162717,0.004831
48.299999,-0.291957,0.161334,0.004823
48.349998,-0.291300,0.160020,0.004831
48.399998,-0.290746,0.158750,0.004830
48.450001,-0.290067,0.157463,0.004820
48.500000,-0.289410,0.156097,0.004831
48.549999,-0.288806,0.154819,0.004828
48.599998,-0.288259,0.153524,0.004825
48.649998,-0.287641,0.152245,0.004828
48.700001,-0.286993,0.150898,0.004818
48.750000,-0.286333,0.149589,0.004822
48.799999,-0.285583,0.148210,0.004834
48.849998,-0.285038,0.146990,0.004829
48.899998,-0.284479,0.145749,0.004828
48.950001,-0.283883,0.144461,0.004829
49.000000,-0.283217,0.143170,0.004829
49.049999,-0.282497,0.141847,0.004826
49.099998,-0.281892,0.140666,0.004820
49.149998,-0.281140,0.139324,0.004829
49.200001,-0.280401,0.138081,0.004832
49.250000,-0.279637,0.136802,0.004821
49.299999,-0.278928,0.135527,0.004829
49.349998,-0.278270,0.134270,0.004825
49.399998,-0.277608,0.133044,0.004831
49.450001,-0.276915,0.131830,0.004821
49.500000,-0.276108,0.130499,0.004831
49.549999,-0.275425,0.129364,0.004828
49.599998,-0.274645,0.128054,0.004830
49.649998,-0.273936,0.126803,0.004833
49.700001,-0.273275,0.125597,0.004824
49.750000,-0.272564,0.124394,0.004826
49.799999,-0.271724,0.123167,0.004827
49.849998,-0.270913,0.121908,0.004831
49.899998,-0.270083,0.120720,0.004826
49.950001,-0.269268,0.119527,0.004828
50.000000,-0.268418,0.118393,0.004824
50.049999,-0.267676,0.117190,0.004825
50.099998,-0.266918,0.116082,0.004815
50.149998,-0.266031,0.114814,0.004829
50.200001,-0.265265,0.113674,0.004829
50.250000,-0.264417,0.112531,0.004824
50.299999,-0.263528,0.111297,0.004827
50.349998,-0.262773,0.110193,0.004820
50.399998,-0.261971,0.108979,0.004819
50.450001,-0.261114,0.107825,0.004828
50.500000,-0.260180,0.106675,0.004830
50.549999,-0.259426,0.105592,0.004825
50.599998,-0.258651,0.104450,0.004828
50.649998,-0.257749,0.103319,0.004832
50.700001,-0.256842,0.102147,0.004821
50.750000,-0.255978,0.101070,0.004825
50.799999,-0.254980,0.099872,0.004827
50.849998,-0.254020,0.098685,0.004831
50.899998,-0.253218,0.097608,0.004828
50.950001,-0.252325,0.096532,0.004828
51.000000,-0.251389,0.095395,0.004834
51.049999,-0.250532,0.094255,0.004825
51.099998,-0.249695,0.093202,0.004819
51.149998,-0.248624,0.092051,0.004824
51.200001,-0.247580,0.090884,0.004820
51.250000,-0.246699,0.089878,0.004827
51.299999,-0.245797,0.088765,0.004828
51.349998,-0.244803,0.087671,0.004831
51.399998,-0.243901,0.086612,0.004824
51.450001,-0.242967,0.085560,0.004813
51.500000,-0.241864,0.084390,0.004826
51.549999,-0.240988,0.083338,0.004828
51.599998,-0.240027,0.082292,0.004829
51.649998,-0.239137,0.081244,0.004832
51.700001,-0.238025,0.080162,0.004831
51.750000,-0.236968,0.079107,0.004832
51.799999,-0.236041,0.078153,0.004820
51.849998,-0.235004,0.077092,0.004827
51.899998,-0.234107,0.076060,0.004818
51.950001,-0.233173,0.075046,0.004812
52.000000,-0.232062,0.074001,0.004820
52.049999,-0.230997,0.072915,0.004831
52.099998,-0.230060,0.071938,0.004825
52.149998,-0.228895,0.070901,0.004823
52.200001,-0.227724,0.069842,0.004832
52.250000,-0.226707,0.068913,0.004825
52.299999,-0.225579,0.067902,0.004821
52.349998,-0.224522,0.066894,0.004823
52.399998,-0.223380,0.065886,0.004830
52.450001,-0.222333,0.064915,0.004829
52.500000,-0.221286,0.063900,0.004834
52.549999,-0.220304,0.062958,0.004820
52.599998,-0.219273,0.062049,0.004824
52.649998,-0.218144,0.060989,0.004833
52.700001,-0.217159,0.060076,0.004826
52.750000,-0.215999,0.059095,0.004829
52.799999,-0.214950,0.058169,0.004830
52.849998,-0.213681,0.057191,0.004833
52.899998,-0.212537,0.056295,0.004831
52.950001,-0.211475,0.055429,0.004826
53.000000,-0.210404,0.054439,0.004832
53.049999,-0.209351,0.053527,0.004829
53.099998,-0.208369,0.052573,0.004825
53.149998,-0.207326,0.051742,0.004818
53.200001,-0.206182,0.050720,0.004821
53.250000,-0.205112,0.049835,0.004823
53.299999,-0.203998,0.048916,0.004822
53.349998,-0.202872,0.048057,0.004832
53.399998,-0.201767,0.047177,0.004827
53.450001,-0.200706,0.046295,0.004831
53.500000,-0.199536,0.045384,0.004829
53.549999,-0.198510,0.044522,0.004829
53.599998,-0.197406,0.043664,0.004823
53.649998,-0.196300,0.042797,0.004828
53.700001,-0.195174,0.041931,0.004828
53.750000,-0.194031,0.041072,0.004821
53.799999,-0.192965,0.040253,0.004830
53.849998,-0.191658,0.039346,0.004834
53.899998,-0.190552,0.038516,0.004831
53.950001,-0.189434,0.037712,0.004832
54.000000,-0.188328,0.036942,0.004817
54.049999,-0.187038,0.036103,0.004826
54.099998,-0.185901,0.035283,0.004822
54.149998,-0.184812,0.034553,0.004825
54.200001,-0.183562,0.033694,0.004830
54.250000,-0.182393,0.032906,0.004825
54.299999,-0.181241,0.032151,0.004825
54.349998,-0.179998,0.031371,0.004824
54.399998,-0.178653,0.030516,0.004834
54.450001,-0.177480,0.029794,0.004830
54.500000,-0.176316,0.029064,0.004817
54.549999,-0.175073,0.028370,0.004814
54.599998,-0.173830,0.027655,0.004815
54.649998,-0.172633,0.026887,0.004815
54.700001,-0.171439,0.026114,0.004814
54.750000,-0.170008,0.025308,0.004832
54.799999,-0.168766,0.024590,0.004828
54.849998,-0.167457,0.023865,0.004829
54.899998,-0.166291,0.023175,0.004826
54.950001,-0.165010,0.022424,0.004829
55.000000,-0.163773,0.021714,0.004830
55.049999,-0.162573,0.021028,0.004826
55.099998,-0.161401,0.020318,0.004824
55.149998,-0.160198,0.019664,0.004820
55.200001,-0.158760,0.018905,0.004830
55.250000,-0.157493,0.018281,0.004829
55.299999,-0.156304,0.017633,0.004830
55.349998,-0.154983,0.016959,0.004829
55.399998,-0.153678,0.016290,0.004831
55.450001,-0.152407,0.015718,0.004828
55.500000,-0.151118,0.015168,0.004813
55.549999,-0.149857,0.014588,0.004812
55.599998,-0.148591,0.013930,0.004830
55.649998,-0.147248,0.013275,0.004831
55.700001,-0.145965,0.012665,0.004831
55.750000,-0.144703,0.012038,0.004833
55.799999,-0.143462,0.011448,0.004830
55.849998,-0.142065,0.010815,0.004822
55.899998,-0.140773,0.010254,0.004827
55.950001,-0.139467,0.009709,0.004829
56.000000,-0.138173,0.009134,0.004818
56.049999,-0.136854,0.008557,0.004829
56.099998,-0.135414,0.007937,0.004834
56.149998,-0.134049,0.007468,0.004827
56.200001,-0.132688,0.006913,0.004833
56.250000,-0.131425,0.006410,0.004820
56.299999,-0.129949,0.005877,0.004832
56.349998,-0.128688,0.005376,0.004820
56.399998,-0.127332,0.004876,0.004827
56.450001,-0.126047,0.004331,0.004832
56.500000,-0.124708,0.003851,0.004824
56.549999,-0.123208,0.003425,0.004830
56.599998,-0.121945,0.002939,0.004832
56.649998,-0.120734,0.002366,0.004828
56.700001,-0.119385,0.001939,0.004823
56.750000,-0.117871,0.001438,0.004834
56.799999,-0.116465,0.001020,0.004825
56.849998,-0.115091,0.000636,0.004828
56.899998,-0.113615,0.000171,0.004823
56.950001,-0.112282,-0.000270,0.004823
57.000000,-0.110884,-0.000602,0.004822
57.049999,-0.109477,-0.001114,0.004835
57.099998,-0.108200,-0.001545,0.004830
57.149998,-0.106970,-0.001978,0.004827
57.200001,-0.105504,-0.002380,0.004832
57.250000,-0.104155,-0.002822,0.004830
57.299999,-0.102806,-0.003242,0.004831
57.349998,-0.101501,-0.003651,0.004828
57.399998,-0.100088,-0.004021,0.004831
57.450001,-0.098615,-0.004395,0.004831
57.500000,-0.097269,-0.004698,0.004816
57.549999,-0.095817,-0.005070,0.004832
57.599998,-0.094514,-0.005420,0.004830
57.649998,-0.093065,-0.005829,0.004831
57.700001,-0.091839,-0.006202,0.004823
57.750000,-0.090332,-0.006563,0.004829
57.799999,-0.088877,-0.006879,0.004830
57.849998,-0.087543,-0.007194,0.004826
57.899998,-0.086074,-0.007485,0.004829
57.950001,-0.084779,-0.007771,0.004823
58.000000,-0.083412,-0.008125,0.004828
58.049999,-0.082060,-0.008441,0.004831
58.099998,-0.080534,-0.008736,0.004830
58.149998,-0.079170,-0.009031,0.004831
58.200001,-0.077651,-0.009246,0.004824
58.250000,-0.076212,-0.009498,0.004832
58.299999,-0.074847,-0.009744,0.004823
58.349998,-0.073543,-0.010039,0.004831
58.399998,-0.072001,-0.010263,0.004833
58.450001,-0.070719,-0.010550,0.004832
58.500000,-0.069312,-0.010648,0.004815
58.549999,-0.067811,-0.010893,0.004821
58.599998,-0.066461,-0.011139,0.004820
58.649998,-0.064982,-0.011417,0.004832
58.700001,-0.063625,-0.011564,0.004817
58.750000,-0.062149,-0.011747,0.004812
58.799999,-0.060706,-0.011946,0.004818
58.849998,-0.059347,-0.012137,0.004815
58.899998,-0.057889,-0.012347,0.004832
58.950001,-0.056502,-0.012497,0.004826
59.000000,-0.055017,-0.012650,0.004823
59.049999,-0.053658,-0.012668,0.004815
59.099998,-0.052234,-0.012825,0.004812
59.149998,-0.050809,-0.013023,0.004811
59.200001,-0.049326,-0.013227,0.004818
59.250000,-0.047902,-0.013388,0.004829
59.299999,-0.046441,-0.013573,0.004824
59.349998,-0.045068,-0.013602,0.004818
59.399998,-0.043602,-0.013662,0.004814
59.450001,-0.042107,-0.013865,0.004822
59.500000,-0.040715,-0.013974,0.004825
59.549999,-0.039232,-0.014080,0.004821
59.599998,-0.037916,-0.014218,0.004827
59.649998,-0.036527,-0.014308,0.004830
59.700001,-0.035111,-0.014451,0.004829
59.750000,-0.033452,-0.014378,0.004833
59.799999,-0.032054,-0.014371,0.004831
59.849998,-0.030767,-0.014280,0.004815
59.899998,-0.029159,-0.014405,0.004828
59.950001,-0.027747,-0.014469,0.004820
60.000000,-0.026304,-0.014518,0.004820
60.049999,-0.024932,-0.014593,0.004826
60.099998,-0.023439,-0.014644,0.004831
60.149998,-0.022076,-0.014600,0.004830
60.200001,-0.020565,-0.014604,0.004820
60.250000,-0.019120,-0.014604,0.004782
60.299999,-0.017658,-0.014602,0.004828
60.349998,-0.016257,-0.014602,0.004832
60.399998,-0.014875,-0.014523,0.004824
60.450001,-0.013371,-0.014425,0.004828
60.500000,-0.011884,-0.014432,0.004780
60.549999,-0.010510,-0.014426,0.004826
60.599998,-0.009071,-0.014287,0.004829
60.649998,-0.007597,-0.014169,0.004825
60.700001,-0.006213,-0.014135,0.004825
60.750000,-0.004714,-0.014017,0.004829
60.799999,-0.003170,-0.013844,0.004823
60.849998,-0.001796,-0.013691,0.004826
60.899998,-0.000260,-0.013493,0.004820
60.950001,0.001098,-0.013416,0.004822
61.000000,0.002554,-0.013268,0.004821
61.049999,0.003942,-0.013197,0.004826
61.099998,0.005513,-0.013067,0.004834
61.149998,0.006912,-0.012888,0.004824
61.200001,0.008331,-0.012640,0.004824
61.250000,0.009917,-0.012395,0.004832
61.299999,0.011304,-0.012223,0.004831
61.349998,0.012648,-0.012133,0.004829
61.399998,0.014103,-0.011937,0.004832
61.450001,0.015556,-0.011753,0.004833
61.500000,0.016939,-0.011573,0.004832
61.549999,0.018377,-0.011366,0.004831
61.599998,0.019759,-0.011181,0.004833
61.649998,0.021195,-0.010917,0.004828
61.700001,0.022605,-0.010768,0.004829
61.750000,0.024021,-0.010548,0.004830
61.799999,0.025382,-0.010292,0.004824
61.849998,0.026820,-0.010034,0.004827
61.899998,0.028184,-0.009793,0.004827
61.950001,0.029658,-0.009547,0.004825
62.000000,0.031059,-0.009197,0.004826
62.049999,0.032386,-0.008893,0.004815
62.099998,0.033810,-0.008610,0.004811
62.149998,0.035286,-0.008328,0.004831
62.200001,0.036572,-0.007999,0.004814
62.250000,0.038091,-0.007676,0.004825
62.299999,0.039423,-0.007435,0.004824
62.349998,0.040893,-0.007142,0.004830
62.399998,0.042258,-0.006812,0.004825
62.450001,0.043698,-0.006464,0.004830
62.500000,0.045012,-0.006168,0.004825
62.549999,0.046404,-0.005703,0.004823
62.599998,0.047890,-0.005270,0.004832
62.649998,0.049256,-0.004963,0.004834
62.700001,0.050592,-0.004658,0.004823
62.750000,0.051928,-0.004361,0.004831
62.799999,0.053388,-0.004035,0.004827
62.849998,0.054695,-0.003756,0.004826
62.899998,0.056156,-0.003340,0.004823
62.950001,0.057495,-0.003065,0.004820
63.000000,0.058900,-0.002662,0.004825
63.049999,0.060215,-0.002264,0.004822
63.099998,0.061600,-0.001949,0.004834
63.149998,0.062989,-0.001594,0.004829
63.200001,0.064312,-0.001195,0.004822
63.250000,0.065738,-0.000778,0.004830
63.299999,0.067083,-0.000346,0.004825
63.349998,0.068459,0.000201,0.004830
63.399998,0.069810,0.000760,0.004815
63.450001,0.071284,0.001290,0.004817
63.500000,0.072702,0.001812,0.004826
63.549999,0.074006,0.002332,0.004813
63.599998,0.075413,0.002892,0.004811
63.649998,0.076813,0.003423,0.004829
63.700001,0.078178,0.003889,0.004829
63.750000,0.079535,0.004358,0.004830
63.799999,0.080958,0.004911,0.004832
63.849998,0.082230,0.005396,0.004829
63.899998,0.083532,0.005916,0.004830
63.950001,0.084887,0.006363,0.004828
64.000000,0.086275,0.006898,0.004834
64.050003,0.087506,0.007442,0.004822
64.100006,0.088837,0.007993,0.004814
64.150002,0.090172,0.008478,0.004832
64.200005,0.091539,0.009105,0.004823
64.250000,0.092924,0.009690,0.004826
64.300003,0.094265,0.010314,0.004831
64.350006,0.095574,0.010872,0.004819
64.400002,0.096895,0.011463,0.004826
64.450005,0.098278,0.012183,0.004834
64.500000,0.099609,0.012815,0.004823
64.550003,0.100817,0.013418,0.004823
64.600006,0.102125,0.013957,0.004826
64.650002,0.103470,0.014649,0.004822
64.700005,0.104832,0.015383,0.004830
64.750000,0.106024,0.015974,0.004827
64.800003,0.107418,0.016621,0.004834
64.850006,0.108709,0.017325,0.004831
64.900002,0.109996,0.018044,0.004820
64.950005,0.111266,0.018758,0.004829
65.000000,0.112473,0.019369,0.004816
65.050003,0.113728,0.019929,0.004832
65.100006,0.114983,0.020600,0.004831
65.150002,0.116252,0.021247,0.004830
65.200005,0.117503,0.021889,0.004827
65.250000,0.118733,0.022556,0.004820
65.300003,0.119952,0.023235,0.004819
65.350006,0.121265,0.024050,0.004819
65.400002,0.122444,0.024714,0.004817
65.450005,0.123787,0.025446,0.004817
65.500000,0.125018,0.026078,0.004830
65.550003,0.126205,0.026778,0.004812
65.600006,0.127461,0.027463,0.004812
65.650002,0.128794,0.028195,0.004823
65.700005,0.130061,0.028943,0.004829
65.750000,0.131252,0.029706,0.004828
65.800003,0.132553,0.030542,0.004833
65.850006,0.133721,0.031218,0.004825
65.900002,0.134827,0.031971,0.004814
65.950005,0.136034,0.032694,0.004810
66.000000,0.137247,0.033462,0.004812
66.050003,0.138527,0.034216,0.004826
66.100006,0.139742,0.034981,0.004819
66.150002,0.141001,0.035774,0.004832
66.200005,0.142116,0.036482,0.004827
66.250000,0.143277,0.037284,0.004824
66.300003,0.144557,0.038221,0.004831
66.350006,0.145700,0.038985,0.004833
66.400002,0.146911,0.039912,0.004829
66.450005,0.148042,0.040750,0.004823
66.500000,0.149209,0.041714,0.004821
66.550003,0.150305,0.042633,0.004814
66.600006,0.151444,0.043541,0.004814
66.650002,0.152659,0.044473,0.004830
66.700005,0.153836,0.045326,0.004821
66.750000,0.154917,0.046073,0.004824
66.800003,0.156193,0.047094,0.004833
66.850006,0.157296,0.048037,0.004825
66.900002,0.158409,0.048938,0.004831
66.950005,0.159538,0.049836,0.004830
67.000000,0.160558,0.050726,0.004827
67.050003,0.161631,0.051651,0.004814
67.100006,0.162723,0.052644,0.004813
67.150002,0.163965,0.053647,0.004831
67.200005,0.165056,0.054501,0.004831
67.250000,0.166161,0.055476,0.004829
67.300003,0.167290,0.056423,0.004830
67.350006,0.168411,0.057398,0.004832
